cell0_0,cell0_1,cell0_2,cell0_3,cell1_0,cell1_1,cell1_2,cell1_3,cell2_0,cell2_1,cell2_2,cell2_3,cell3_0,cell3_1,cell3_2,cell3_3,winner
-1,1,-1,1,-1,-1,1,1,1,1,0,1,-1,-1,0,-1,0
-1,0,-1,1,0,0,1,0,-1,1,1,1,0,0,-1,-1,1
1,1,0,-1,-1,0,0,0,1,1,0,1,-1,-1,-1,0,0
0,-1,1,1,-1,0,1,1,0,-1,1,-1,1,-1,-1,0,0
0,1,1,-1,-1,0,-1,-1,-1,1,1,0,1,0,0,0,0
-1,1,-1,0,1,1,0,0,-1,-1,-1,1,1,0,1,-1,0
-1,1,-1,1,1,0,-1,-1,-1,0,-1,1,-1,1,1,1,0
-1,-1,0,-1,1,1,1,-1,0,1,1,-1,-1,1,-1,1,1
1,-1,1,-1,1,0,0,-1,-1,-1,1,1,1,-1,1,-1,0
0,0,-1,0,0,1,-1,0,0,1,0,1,1,0,0,-1,1
-1,1,1,0,1,-1,-1,1,0,-1,0,1,-1,1,-1,-1,0
1,-1,-1,0,-1,1,1,0,-1,0,0,-1,1,0,-1,1,0
-1,1,-1,0,-1,0,1,0,-1,0,1,0,0,1,1,0,1
1,-1,0,1,1,0,-1,0,-1,-1,0,1,-1,1,1,-1,0
0,1,-1,0,0,-1,-1,-1,1,-1,0,1,1,0,0,0,0
-1,-1,1,0,1,1,1,-1,-1,0,-1,-1,1,0,0,0,0
-1,1,0,0,1,-1,-1,1,-1,1,0,0,1,0,0,-1,0
1,1,0,-1,0,-1,-1,1,1,-1,1,-1,1,1,-1,-1,0
1,1,0,-1,1,-1,1,-1,0,-1,-1,-1,1,1,1,-1,0
-1,-1,1,0,-1,0,0,0,0,1,1,0,0,1,0,0,1
1,-1,-1,-1,1,1,1,1,0,-1,0,-1,-1,1,1,-1,1
1,-1,1,0,-1,-1,1,-1,0,0,-1,1,1,1,-1,1,1
0,1,-1,0,0,-1,-1,1,-1,1,1,0,1,-1,0,1,1
-1,1,-1,-1,0,-1,-1,1,1,1,0,-1,1,-1,1,1,1
0,0,1,0,0,0,0,1,0,-1,0,1,0,-1,1,-1,1
1,1,-1,0,1,1,-1,-1,-1,1,-1,1,-1,0,1,-1,0
1,-1,-1,0,-1,0,1,0,-1,0,-1,1,0,-1,1,1,0
-1,-1,0,1,1,0,1,-1,1,-1,1,1,1,-1,0,-1,1
1,0,0,-1,0,1,0,0,1,1,0,0,1,-1,-1,-1,1
1,0,1,1,-1,0,0,-1,1,1,1,-1,1,-1,-1,-1,1
0,0,-1,-1,-1,1,1,-1,-1,1,1,-1,1,-1,1,1,1
0,-1,1,-1,0,-1,1,1,1,-1,1,1,-1,0,-1,-1,0
-1,1,1,1,0,1,-1,0,0,1,-1,0,-1,0,0,-1,1
-1,0,-1,-1,1,0,0,1,-1,-1,0,-1,1,1,1,1,0
1,-1,1,-1,0,0,1,-1,-1,0,-1,-1,1,0,1,0,0
-1,1,0,1,1,1,-1,1,-1,-1,1,-1,0,0,-1,-1,0
-1,1,1,-1,1,1,1,1,-1,0,-1,0,1,-1,-1,-1,1
-1,1,1,1,0,0,0,-1,-1,0,-1,1,0,0,1,-1,0
-1,0,0,0,0,-1,1,0,0,-1,-1,-1,0,1,1,1,0
0,1,0,-1,1,0,0,0,1,0,1,-1,-1,1,-1,0,1
-1,-1,1,1,-1,-1,1,1,1,0,-1,1,0,0,-1,0,1
-1,1,1,1,-1,1,1,1,0,-1,-1,-1,1,0,-1,-1,1
-1,-1,0,-1,-1,1,1,-1,1,0,-1,1,1,-1,1,1,1
-1,1,-1,-1,0,0,-1,1,-1,0,1,1,1,-1,-1,1,0
0,0,1,-1,-1,1,0,0,-1,0,0,0,1,0,1,0,1
0,-1,1,1,1,1,1,1,-1,-1,1,-1,-1,-1,0,0,1
-1,-1,0,1,1,-1,1,-1,1,0,1,0,-1,0,-1,1,1
-1,0,0,1,0,0,0,-1,1,-1,0,0,-1,1,-1,1,0
1,0,1,0,0,1,0,0,-1,0,0,0,-1,0,-1,-1,0
1,-1,1,-1,1,1,1,-1,1,-1,0,-1,0,0,0,-1,1
-1,1,1,1,0,-1,-1,-1,0,1,1,0,1,-1,-1,-1,0
-1,1,0,-1,1,1,0,-1,1,1,0,1,-1,-1,1,-1,1
1,1,0,-1,-1,0,-1,0,0,1,0,-1,-1,1,1,0,0
0,-1,0,-1,0,-1,0,0,-1,1,0,0,1,-1,1,1,0
1,0,-1,-1,1,1,0,-1,-1,0,1,1,1,-1,-1,-1,0
1,1,-1,-1,0,0,1,1,1,0,1,-1,-1,1,-1,-1,1
-1,-1,-1,1,1,1,0,0,1,-1,1,-1,1,-1,1,-1,1
0,-1,0,-1,-1,0,1,1,-1,1,-1,0,1,1,-1,1,1
-1,-1,1,0,-1,1,0,1,0,1,0,0,0,-1,1,-1,1
-1,1,0,0,0,0,1,0,0,-1,-1,-1,0,1,1,0,0
1,1,-1,1,-1,1,0,-1,-1,1,1,-1,0,-1,-1,0,0
0,0,1,-1,1,-1,-1,-1,0,1,0,-1,1,1,-1,0,0
0,0,-1,-1,0,0,1,1,-1,-1,1,0,-1,1,1,-1,0
0,1,-1,1,-1,1,0,1,-1,0,-1,-1,1,0,1,-1,0
0,1,-1,0,-1,-1,-1,0,1,1,1,-1,-1,0,0,1,0
0,1,0,-1,1,0,0,1,0,-1,0,0,-1,-1,1,-1,0
1,-1,0,-1,-1,1,0,1,-1,1,1,1,-1,-1,0,-1,0
1,0,1,0,0,0,-1,0,-1,-1,0,1,0,-1,1,0,0
1,0,0,1,-1,1,-1,-1,-1,1,1,0,-1,-1,1,1,1
-1,-1,0,-1,1,1,-1,1,1,0,-1,1,0,-1,1,-1,0
-1,-1,0,1,0,0,-1,-1,0,0,-1,1,-1,1,1,1,0
1,0,-1,1,0,0,0,1,-1,0,0,1,0,-1,-1,-1,0
0,1,-1,-1,0,-1,-1,0,1,1,1,-1,1,1,-1,-1,0
1,1,-1,-1,0,-1,0,-1,1,-1,-1,0,1,1,-1,1,0
1,1,-1,0,1,-1,-1,0,-1,0,-1,1,1,-1,1,-1,0
1,1,1,1,-1,-1,0,1,-1,0,-1,1,-1,0,-1,0,1
1,1,-1,1,1,1,-1,-1,1,0,1,-1,0,-1,-1,-1,0
-1,-1,1,1,0,-1,-1,1,-1,0,-1,0,1,1,-1,1,0
0,1,1,-1,-1,1,1,-1,1,1,-1,-1,-1,0,1,-1,0
0,1,1,-1,1,0,-1,-1,1,0,0,1,-1,1,-1,-1,0
1,1,0,1,0,-1,1,0,0,-1,-1,-1,0,-1,0,0,0
1,0,0,-1,-1,-1,1,1,-1,1,-1,0,-1,1,1,0,1
-1,1,1,1,0,-1,1,1,-1,1,0,-1,-1,0,1,-1,1
-1,0,0,-1,1,-1,1,-1,1,-1,0,-1,-1,1,1,1,0
-1,0,-1,0,0,-1,1,0,-1,-1,1,1,1,1,-1,0,0
1,-1,0,-1,0,-1,1,0,0,-1,-1,0,-1,1,1,1,0
-1,-1,0,0,1,-1,1,1,-1,0,1,1,1,-1,1,-1,1
1,0,-1,0,1,-1,1,0,0,-1,-1,1,1,-1,1,-1,1
-1,-1,1,1,0,0,-1,0,-1,1,-1,0,1,-1,1,1,1
1,-1,1,0,0,1,-1,-1,0,0,1,-1,-1,1,1,0,1
0,0,0,1,-1,1,1,-1,-1,1,1,-1,0,0,-1,1,1
1,0,-1,-1,-1,1,-1,0,-1,1,-1,0,1,1,-1,1,0
-1,1,1,-1,0,-1,1,1,0,-1,-1,1,0,1,-1,-1,0
1,-1,0,-1,-1,1,0,0,0,0,1,1,-1,0,-1,1,0
-1,1,1,1,1,-1,1,1,0,-1,-1,1,-1,0,0,-1,1
-1,-1,1,1,-1,-1,-1,0,1,1,0,1,1,1,-1,-1,0
0,-1,1,0,1,-1,1,0,0,0,-1,1,0,-1,0,1,1
1,-1,1,-1,-1,1,0,0,-1,0,1,1,0,1,-1,0,1
-1,1,1,0,0,1,0,-1,-1,-1,0,0,0,1,0,0,0
0,0,0,0,1,1,1,0,-1,-1,0,0,0,-1,-1,0,0
-1,1,-1,1,0,0,0,1,0,1,0,0,1,-1,-1,-1,1
0,-1,-1,-1,0,1,1,1,-1,1,-1,1,-1,1,-1,0,0
1,1,0,0,-1,0,1,-1,-1,1,-1,-1,1,1,-1,1,1
0,-1,-1,0,1,1,1,-1,-1,1,1,1,0,-1,-1,1,1
1,1,0,-1,1,0,1,-1,-1,1,0,-1,-1,0,-1,0,0
-1,0,1,-1,0,-1,-1,1,1,1,0,-1,1,1,0,-1,0
-1,1,1,-1,-1,0,-1,0,1,-1,-1,1,0,1,0,1,0
0,0,1,1,-1,0,-1,0,-1,0,-1,-1,1,1,0,1,0
0,0,0,1,0,0,-1,1,-1,1,-1,1,1,0,-1,-1,0
-1,0,1,1,1,-1,0,1,0,0,1,0,-1,-1,0,0,1
0,1,-1,0,-1,-1,0,-1,-1,0,0,1,1,1,1,0,0
-1,-1,1,0,-1,-1,-1,1,-1,1,0,1,-1,1,0,1,0
0,-1,0,-1,-1,1,-1,-1,1,1,1,-1,1,1,1,-1,1
-1,-1,-1,1,0,0,-1,1,1,-1,0,-1,0,1,0,1,0
-1,1,-1,0,-1,-1,-1,1,-1,1,1,1,1,1,0,-1,0
1,0,-1,0,-1,-1,-1,1,1,-1,1,1,1,1,-1,0,1
0,-1,-1,-1,1,-1,1,0,0,0,1,1,0,1,-1,-1,0
-1,-1,-1,0,0,-1,1,1,1,0,1,0,-1,0,-1,1,0
1,0,-1,1,1,-1,-1,1,1,-1,-1,0,-1,-1,1,1,1
1,-1,1,1,-1,-1,1,1,0,1,-1,-1,-1,0,-1,1,0
-1,-1,1,0,1,1,-1,1,1,-1,1,0,0,1,-1,-1,1
1,1,-1,1,1,-1,-1,0,-1,-1,1,0,-1,0,0,1,0
-1,0,-1,-1,1,1,-1,0,1,-1,1,1,1,1,-1,-1,1
-1,0,0,0,-1,-1,1,-1,1,1,1,1,0,-1,1,-1,1
0,-1,-1,1,1,1,0,1,-1,-1,0,0,-1,-1,1,1,1
-1,-1,1,0,-1,-1,1,-1,1,-1,0,1,-1,1,1,1,0
-1,0,0,1,0,1,1,0,0,0,-1,1,-1,-1,1,-1,1
1,1,-1,-1,-1,1,1,1,-1,0,0,0,1,-1,0,0,1
1,-1,1,1,-1,0,1,1,-1,-1,-1,1,-1,1,-1,0,0
-1,-1,1,1,1,1,-1,0,-1,0,-1,1,-1,1,1,-1,1
1,1,1,-1,1,0,-1,-1,-1,1,0,0,-1,-1,-1,1,0
1,-1,-1,1,-1,1,0,1,-1,1,-1,-1,-1,1,0,1,1
-1,1,0,-1,0,-1,1,1,1,1,-1,1,-1,0,1,-1,1
-1,1,1,-1,1,0,-1,1,1,0,-1,-1,0,-1,1,1,1
1,-1,-1,1,1,-1,0,-1,1,-1,1,1,-1,0,-1,1,1
1,1,-1,0,-1,-1,-1,1,1,1,-1,1,-1,0,-1,1,0
-1,-1,1,1,-1,1,1,0,-1,-1,1,0,1,0,0,0,1
-1,-1,-1,0,1,0,0,-1,0,0,0,-1,1,0,1,1,0
-1,1,0,-1,1,0,-1,0,-1,1,1,1,0,0,-1,-1,0
0,0,0,-1,1,1,1,-1,1,-1,-1,-1,0,0,1,0,0
-1,-1,0,1,1,1,1,1,1,0,1,-1,-1,0,-1,-1,1
-1,1,0,-1,1,1,1,0,0,-1,0,1,1,-1,-1,-1,0
-1,0,0,-1,0,1,0,0,1,-1,-1,-1,1,1,0,1,1
1,1,1,0,0,1,-1,-1,0,-1,0,0,0,0,0,-1,0
-1,0,-1,-1,1,0,-1,-1,1,1,1,1,-1,0,0,0,0
1,-1,1,-1,1,-1,0,0,-1,-1,-1,1,1,-1,1,1,0
1,0,1,0,-1,1,0,1,-1,0,0,0,-1,1,-1,-1,1
-1,1,1,1,-1,1,-1,0,-1,-1,0,-1,0,-1,1,1,0
0,-1,-1,1,1,1,-1,0,1,-1,-1,-1,1,1,-1,0,0
1,-1,0,0,0,-1,1,0,1,1,0,-1,1,0,0,-1,1
-1,1,0,1,-1,1,1,-1,0,-1,-1,-1,1,1,0,1,1
0,0,0,-1,0,0,0,0,1,-1,0,0,-1,1,0,0,0
1,-1,0,1,0,1,-1,-1,-1,0,1,-1,0,-1,1,0,0
1,-1,0,0,-1,1,0,-1,-1,1,-1,1,0,1,-1,1,1
0,0,0,0,0,0,1,-1,0,1,0,-1,-1,1,0,1,1
-1,0,1,-1,-1,0,0,0,1,-1,1,0,-1,1,1,-1,0
-1,0,1,0,0,0,-1,0,-1,-1,1,0,1,1,1,-1,0
1,-1,1,0,-1,-1,0,1,1,0,1,-1,1,-1,1,-1,1
-1,-1,1,-1,0,1,0,1,0,1,1,0,-1,0,0,0,1
-1,0,-1,-1,-1,0,1,0,0,0,1,-1,0,1,1,1,0
1,0,1,-1,1,-1,0,0,0,-1,0,-1,1,1,-1,1,1
1,0,0,0,-1,0,1,0,-1,0,1,0,-1,0,1,0,1
0,-1,1,-1,-1,1,1,1,1,-1,-1,0,0,0,0,1,1
0,-1,1,1,-1,-1,0,-1,0,0,-1,1,0,-1,1,1,0
1,-1,1,-1,0,-1,1,-1,0,-1,-1,1,1,-1,1,0,0
1,-1,1,1,0,0,0,0,-1,1,1,0,-1,1,-1,-1,1
-1,1,-1,1,-1,1,1,-1,1,-1,1,0,-1,-1,0,1,1
1,-1,1,-1,0,0,1,1,-1,-1,0,1,-1,1,-1,-1,0
0,1,0,-1,1,0,0,0,0,1,-1,0,1,0,0,-1,1
-1,-1,1,0,1,0,0,-1,-1,1,1,0,-1,-1,1,1,1
-1,1,1,-1,1,-1,1,1,-1,0,0,0,-1,-1,1,1,1
0,0,-1,1,1,1,0,-1,1,-1,1,1,1,-1,-1,-1,1
0,-1,0,0,1,0,-1,1,0,-1,1,-1,0,1,0,0,1
0,-1,-1,-1,1,0,1,-1,1,1,-1,0,-1,0,0,1,0
0,-1,-1,1,-1,1,-1,0,-1,1,1,0,1,0,1,0,1
1,-1,-1,0,1,-1,1,0,1,1,-1,1,-1,-1,0,-1,0
0,0,-1,0,-1,1,-1,-1,0,1,0,-1,1,1,1,0,1
1,1,0,0,1,-1,-1,0,0,-1,1,-1,-1,0,-1,1,0
0,0,-1,1,0,1,0,0,0,-1,1,0,0,1,-1,-1,1
0,1,-1,0,-1,0,1,-1,-1,-1,0,1,-1,1,0,1,0
1,1,-1,1,-1,1,-1,0,0,1,-1,-1,0,-1,1,0,0
-1,-1,-1,1,1,0,0,1,1,1,-1,0,-1,0,0,1,1
-1,-1,1,1,0,-1,1,0,1,0,0,-1,1,1,-1,0,1
1,-1,1,1,-1,0,1,1,-1,0,0,1,-1,-1,-1,0,0
0,-1,1,-1,-1,1,0,1,0,1,1,0,0,0,0,-1,1
-1,1,-1,-1,1,1,0,-1,1,0,-1,1,0,-1,1,1,1
1,-1,-1,0,1,1,1,0,1,-1,1,0,0,-1,-1,-1,1
-1,1,0,0,1,-1,1,-1,1,0,0,0,-1,-1,0,1,0
-1,1,1,0,-1,0,1,-1,1,-1,0,-1,-1,1,1,1,1
0,1,-1,0,0,0,1,0,0,-1,-1,0,-1,1,1,0,0
1,-1,-1,-1,1,1,-1,0,0,0,1,0,0,0,1,0,1
1,-1,0,-1,1,1,0,-1,-1,0,1,0,1,1,0,-1,1
0,1,-1,1,1,-1,1,0,-1,1,-1,1,-1,-1,1,-1,0
1,1,1,-1,1,-1,1,-1,0,0,1,0,0,0,-1,-1,1
1,-1,1,0,1,-1,1,1,-1,1,1,-1,-1,0,-1,-1,0
0,-1,-1,1,1,0,-1,1,1,0,-1,0,-1,1,1,-1,1
1,-1,1,-1,1,-1,0,1,0,-1,1,-1,1,0,1,-1,1
1,1,-1,1,-1,1,-1,0,1,0,0,0,-1,-1,-1,1,0
1,1,1,-1,0,-1,1,1,-1,1,-1,1,-1,-1,-1,0,0
-1,-1,1,1,0,1,-1,0,0,-1,1,1,-1,-1,0,1,0
1,1,1,1,1,1,-1,-1,-1,1,0,-1,-1,0,-1,-1,1
1,-1,1,1,-1,0,1,1,0,-1,-1,-1,1,0,0,-1,0
-1,1,0,1,-1,0,1,-1,-1,-1,0,1,0,-1,1,0,0
-1,-1,1,1,1,1,0,-1,-1,0,1,1,-1,1,-1,0,1
-1,1,1,0,-1,0,0,-1,1,-1,-1,1,1,1,-1,-1,0
-1,1,0,-1,0,1,1,0,0,-1,-1,-1,0,0,1,1,0
0,1,-1,1,-1,-1,0,-1,-1,-1,1,1,0,1,1,-1,0
-1,0,-1,1,0,-1,-1,-1,1,1,1,1,1,-1,-1,1,0
0,1,0,0,0,-1,1,-1,-1,1,-1,1,1,0,1,-1,1
-1,1,0,-1,-1,1,0,0,1,0,-1,-1,0,1,1,0,1
0,-1,1,1,1,-1,1,0,-1,-1,0,0,-1,1,0,0,1
0,1,-1,1,-1,1,-1,0,-1,-1,-1,0,1,1,-1,1,0
1,0,1,-1,0,-1,-1,1,1,1,1,-1,1,0,-1,-1,1
1,0,1,1,-1,-1,1,-1,-1,-1,1,-1,1,-1,0,1,1
1,-1,0,-1,-1,1,-1,-1,0,-1,1,-1,1,1,0,1,0
1,-1,-1,-1,0,-1,-1,1,1,-1,-1,1,1,1,0,1,0
0,0,-1,0,1,0,1,0,0,1,-1,-1,-1,0,0,0,0
0,-1,1,0,1,1,-1,1,-1,1,1,-1,-1,0,0,0,1
1,0,-1,-1,1,-1,1,-1,0,-1,1,-1,1,-1,1,1,1
-1,1,1,1,-1,1,0,-1,1,1,-1,-1,0,-1,1,-1,0
-1,-1,-1,0,-1,1,1,0,1,1,-1,1,-1,-1,1,0,0
0,-1,0,-1,1,-1,0,0,-1,1,-1,1,0,-1,1,1,0
0,-1,0,1,-1,0,-1,-1,1,1,1,-1,0,0,1,0,0
1,0,1,-1,-1,1,1,1,-1,1,-1,1,-1,0,0,-1,1
1,0,-1,0,0,1,0,1,-1,0,1,0,-1,-1,1,-1,1
1,-1,1,0,0,0,1,1,-1,0,-1,0,0,1,-1,0,1
-1,1,0,-1,1,1,-1,0,0,-1,1,1,1,0,0,-1,1
0,1,-1,0,-1,-1,0,-1,0,1,-1,0,1,0,1,0,0
0,0,0,-1,0,1,1,-1,0,-1,-1,0,1,-1,0,1,0
-1,1,1,0,-1,-1,-1,1,-1,1,0,-1,-1,0,1,1,0
1,-1,1,0,0,-1,-1,1,1,1,1,-1,0,1,-1,-1,1
1,1,1,0,-1,-1,-1,1,-1,-1,0,1,0,1,-1,-1,0
-1,-1,1,-1,1,0,0,-1,-1,1,1,1,-1,1,1,-1,1
-1,1,-1,-1,-1,1,-1,1,1,0,-1,1,-1,0,1,1,0
1,-1,0,-1,-1,-1,1,-1,1,1,1,1,-1,-1,0,1,1
-1,0,0,1,-1,-1,0,1,1,1,-1,-1,1,-1,0,0,0
-1,0,0,1,1,-1,-1,0,-1,1,0,0,0,0,0,0,0
1,-1,-1,0,0,1,-1,0,1,-1,1,-1,1,-1,-1,1,0
0,-1,-1,-1,0,0,1,1,1,-1,0,0,-1,1,1,-1,0
1,1,0,-1,-1,-1,1,1,1,0,0,-1,1,0,-1,-1,0
1,1,-1,1,0,0,-1,0,-1,-1,0,1,1,-1,0,1,1
0,0,1,-1,0,0,1,0,-1,0,0,0,0,1,0,0,1
-1,0,-1,0,1,-1,0,0,-1,0,0,1,1,0,1,0,0
0,0,-1,-1,1,1,-1,1,1,0,0,1,-1,-1,1,-1,0
0,-1,1,-1,0,0,1,0,0,-1,0,-1,1,1,-1,1,1
1,1,1,-1,1,-1,0,0,-1,-1,1,1,-1,-1,-1,1,0
1,-1,-1,1,1,0,1,1,-1,0,-1,1,-1,1,-1,0,1
1,1,0,-1,-1,1,1,1,-1,0,1,-1,1,-1,-1,-1,1
-1,-1,-1,1,0,1,1,0,-1,1,1,-1,-1,0,-1,1,0
1,-1,-1,-1,0,1,1,-1,-1,0,1,1,0,0,-1,1,0
-1,-1,1,1,1,1,1,-1,-1,-1,0,0,-1,-1,1,1,1
-1,1,1,-1,0,0,-1,1,0,-1,-1,0,0,0,1,0,0
1,0,-1,0,1,0,0,0,1,-1,0,0,0,0,-1,0,1
-1,0,0,1,1,-1,1,1,0,1,-1,-1,-1,0,1,0,1
-1,1,1,-1,1,-1,-1,1,1,0,-1,1,-1,1,0,-1,1
-1,1,1,1,1,1,1,-1,-1,1,-1,-1,0,-1,-1,0,0
0,-1,0,1,-1,1,-1,1,1,-1,0,0,0,0,-1,1,1
1,-1,-1,1,-1,0,0,0,1,-1,-1,-1,1,0,1,1,0
-1,0,1,-1,-1,1,-1,1,0,-1,0,0,1,-1,1,1,1
1,1,1,-1,1,-1,-1,0,1,0,1,-1,-1,-1,1,-1,0
0,1,0,1,-1,-1,0,-1,0,-1,1,-1,1,0,-1,1,0
1,0,-1,-1,-1,1,1,-1,-1,-1,1,1,1,-1,0,1,0
-1,1,-1,1,0,1,-1,0,-1,1,-1,1,0,-1,1,1,1
0,1,1,0,0,1,-1,-1,0,1,-1,1,-1,0,0,0,1
1,1,-1,-1,1,1,0,-1,-1,0,-1,1,-1,0,1,0,0
0,1,0,-1,1,1,-1,1,0,-1,-1,0,1,-1,-1,0,0
-1,-1,1,0,1,1,1,-1,-1,1,-1,1,0,-1,0,1,1
-1,-1,-1,0,1,-1,1,1,-1,0,1,1,0,-1,1,-1,0
1,-1,0,1,-1,-1,1,0,0,0,1,-1,0,-1,0,1,1
1,0,0,-1,0,-1,-1,1,1,-1,0,-1,0,0,0,1,0
0,-1,-1,0,-1,1,0,-1,1,1,0,0,1,0,-1,0,0
1,-1,-1,1,-1,0,-1,1,-1,1,-1,1,1,1,-1,0,1
1,0,1,0,-1,0,-1,-1,1,-1,1,0,0,-1,1,-1,0
-1,-1,1,0,1,1,0,1,-1,-1,1,-1,-1,-1,1,1,1
0,-1,0,0,-1,0,0,1,1,1,1,1,0,-1,-1,-1,0
0,0,0,0,1,-1,0,0,1,1,-1,0,-1,-1,0,0,0
-1,0,-1,-1,0,-1,1,-1,1,1,1,1,-1,1,-1,1,0
1,1,1,1,-1,-1,-1,1,-1,-1,0,0,1,-1,1,-1,1
1,-1,0,0,1,1,-1,0,0,0,0,-1,1,0,-1,1,1
-1,1,1,1,0,1,-1,-1,1,-1,-1,1,0,-1,1,-1,1
-1,1,1,1,0,-1,-1,-1,1,0,1,0,-1,1,-1,0,0
-1,1,1,1,-1,-1,1,-1,1,-1,1,1,0,0,-1,-1,1
1,1,1,-1,-1,-1,0,0,-1,-1,0,1,-1,1,0,0,0
1,-1,-1,0,-1,1,-1,0,1,1,0,0,1,0,-1,0,0
1,-1,-1,0,-1,-1,-1,1,1,1,1,-1,0,1,1,0,1
-1,0,-1,-1,-1,1,1,1,0,-1,1,0,-1,1,1,1,1
0,-1,-1,0,-1,-1,1,0,0,1,-1,1,0,0,1,1,0
-1,0,1,0,-1,-1,-1,1,1,1,0,-1,1,-1,0,0,0
1,-1,1,0,-1,-1,-1,0,-1,-1,1,1,1,1,-1,1,0
-1,1,-1,-1,1,0,1,0,0,-1,0,1,1,-1,1,-1,1
1,-1,1,-1,-1,0,0,-1,1,1,-1,-1,1,-1,1,1,1
1,-1,0,0,-1,0,-1,-1,1,1,-1,0,0,-1,1,1,0
-1,-1,-1,0,1,-1,1,1,1,1,1,-1,-1,1,-1,0,0
1,1,1,-1,0,-1,0,-1,-1,0,-1,0,0,1,1,-1,0
-1,1,-1,1,-1,1,-1,-1,0,-1,1,-1,1,1,1,0,1
-1,1,1,-1,0,-1,-1,1,0,-1,1,-1,1,1,1,-1,0
0,-1,1,0,1,0,-1,1,1,-1,1,-1,-1,0,0,-1,0
1,1,0,-1,0,1,-1,0,0,0,1,1,-1,-1,0,-1,0
1,1,1,-1,1,-1,0,0,-1,-1,0,-1,0,-1,1,0,0
0,0,-1,1,-1,1,-1,-1,0,-1,0,1,0,1,1,-1,0
-1,0,-1,0,0,-1,1,1,0,1,0,1,-1,-1,0,1,1
-1,0,-1,1,0,0,0,-1,0,-1,0,1,-1,1,1,0,0
0,-1,-1,1,1,-1,-1,-1,1,1,1,0,0,1,-1,1,1
-1,1,1,-1,0,-1,1,0,-1,0,0,1,0,-1,1,1,1
0,1,1,0,0,0,-1,0,-1,1,-1,-1,0,1,-1,1,0
0,1,0,1,0,-1,1,-1,-1,1,-1,0,0,-1,1,1,1
0,-1,1,-1,-1,0,0,-1,-1,1,1,1,-1,1,0,1,1
-1,-1,0,1,0,0,-1,1,1,1,0,1,0,-1,0,0,1
0,-1,0,1,0,1,0,1,-1,1,-1,1,1,-1,0,-1,1
-1,-1,1,1,0,0,-1,-1,0,-1,0,1,0,1,0,1,0
0,0,0,1,0,1,-1,-1,0,0,-1,1,-1,0,1,-1,0
1,1,1,-1,-1,-1,1,-1,1,-1,1,0,-1,0,0,1,1
1,-1,-1,1,0,0,0,0,1,-1,1,1,-1,-1,1,0,1
1,-1,1,0,-1,1,1,0,0,-1,0,0,-1,-1,1,0,1
0,-1,1,-1,1,0,1,1,0,-1,-1,-1,1,-1,-1,1,0
-1,-1,1,0,-1,1,1,-1,-1,0,-1,-1,1,1,1,1,0
1,1,-1,0,1,-1,-1,0,1,-1,1,1,-1,-1,-1,1,0
0,1,-1,1,0,0,-1,-1,0,-1,0,0,0,1,0,0,0
-1,-1,-1,0,1,1,-1,1,-1,1,0,-1,-1,1,1,1,0
-1,0,1,1,0,0,1,1,-1,0,0,-1,-1,-1,1,1,1
0,1,-1,1,1,1,0,-1,-1,-1,1,1,0,0,-1,-1,0
1,-1,1,0,-1,-1,1,1,-1,0,0,1,0,1,-1,-1,1
1,1,0,-1,-1,-1,1,-1,1,0,0,0,1,0,-1,-1,0
-1,0,0,1,0,1,0,0,1,-1,-1,1,-1,1,-1,0,0
0,1,-1,0,0,0,1,-1,0,1,0,-1,-1,1,1,-1,1
1,-1,0,-1,1,0,-1,-1,0,0,0,1,-1,1,0,0,0
-1,1,1,1,1,-1,0,-1,0,0,1,-1,1,1,-1,-1,1
0,0,0,-1,0,0,1,-1,1,1,-1,-1,0,-1,1,0,0
-1,0,-1,-1,1,0,-1,-1,1,1,-1,0,-1,1,1,1,0
1,1,0,0,-1,-1,1,1,-1,-1,1,-1,1,-1,0,-1,0
1,0,1,0,1,-1,1,-1,0,-1,0,1,-1,-1,-1,0,0
1,1,0,1,-1,1,-1,1,-1,-1,-1,1,1,-1,-1,0,0
1,1,0,-1,0,0,-1,0,-1,0,0,1,0,0,-1,0,0
0,1,0,0,-1,0,-1,-1,1,0,1,1,-1,0,0,-1,0
0,-1,0,1,1,-1,-1,-1,0,-1,0,0,1,0,1,0,0
-1,0,-1,-1,1,1,1,0,-1,-1,0,-1,1,1,-1,1,0
0,-1,1,-1,0,1,1,0,-1,1,0,1,-1,-1,1,-1,1
1,-1,-1,-1,1,0,1,1,-1,1,-1,1,-1,0,0,-1,0
1,1,-1,1,1,-1,-1,0,1,-1,1,-1,-1,1,-1,0,0
-1,0,1,-1,0,-1,1,0,0,-1,0,1,0,1,1,0,1
1,0,1,-1,-1,1,1,-1,1,1,-1,-1,-1,0,-1,0,0
1,0,-1,1,1,0,0,0,0,1,-1,1,-1,-1,0,-1,0
0,1,1,0,0,-1,1,0,-1,0,1,0,0,0,0,-1,1
1,1,1,-1,0,1,-1,0,1,1,0,-1,-1,0,-1,0,1
0,0,1,0,1,-1,-1,1,0,-1,0,0,-1,0,1,0,0
-1,-1,1,0,0,1,-1,1,1,0,0,-1,0,1,1,-1,1
0,1,-1,-1,-1,0,0,0,0,1,1,-1,1,0,0,-1,0
-1,1,-1,1,1,-1,-1,0,-1,1,1,0,1,1,-1,-1,0
0,-1,1,-1,-1,0,0,0,-1,1,1,0,0,1,1,-1,1
